Eccentricity,Extent,Perimeter,Roundness,AspectRatio,Class
0.915063648,0.574109907,387.029,0.746726647,2.479485607,0
0.915144579,0.513895782,387.19,0.694387173,2.480615313,0
0.915145996,0.576985923,396.88,0.732455802,2.480635115,0
0.915148523,0.5263066,399.777,0.711028135,2.480670418,0
0.915238385,0.607998226,376.319,0.729849775,2.481926809,0
0.915413346,0.631282821,419.695,0.720406528,2.484378847,0
0.915417784,0.692217534,390.443,0.730262978,2.484441146,0
0.91542312,0.635385163,356.552,0.706065125,2.484516051,0
0.915484483,0.750417641,393.039,0.730816451,2.485378031,0
0.915487734,0.579342105,384.557,0.748285109,2.485423725,0
0.915498515,0.648674242,329.55,0.713346136,2.485575265,0
0.915612828,0.664318658,383.753,0.675991344,2.487184005,0
0.915633789,0.78645384,354.748,0.728142889,2.48747934,0
0.915653772,0.575253463,377.601,0.71009582,2.487761016,0
0.915656618,0.55363292,333.373,0.727155891,2.487801134,0
0.915709348,0.52709968,354.953,0.723611697,2.488544921,0
0.915914062,0.792479967,370.702,0.705406797,2.491439242,0
0.916111518,0.607173725,384.134,0.717913205,2.494241163,0
0.916220264,0.618524333,354.245,0.710184407,2.495788576,0
0.916252682,0.535466667,410.132,0.750060448,2.496250455,0
0.916299633,0.758365147,337.158,0.746627501,2.496919903,0
0.916524561,0.688033537,395.504,0.725189565,2.500134937,0
0.916578021,0.556640265,320.216,0.740710094,2.500901021,0
0.91660463,0.80141844,325.332,0.737899865,2.501282614,0
0.916686093,0.637175164,336.96,0.71098215,2.50245199,0
0.916712545,0.670931059,345.552,0.695429447,2.502832078,0
0.916777157,0.697311828,369.114,0.717761327,2.503761242,0
0.916786032,0.58609319,381.704,0.705175678,2.50388896,0
0.916834106,0.599637681,344.132,0.73757644,2.504581133,0
0.916916442,0.5891494,329.717,0.749381912,2.505768033,0
0.916919504,0.615163572,383.663,0.712761919,2.505812213,0
0.916929618,0.77179987,324.579,0.7084062,2.505958136,0
0.917013309,0.541133005,386.461,0.739415526,2.50716671,0
0.917022745,0.744890549,354.525,0.717861359,2.507303093,0
0.917031915,0.644938441,406.975,0.71538534,2.507435646,0
0.917049369,0.521458466,370.153,0.674207749,2.507688014,0
0.917086638,0.584140351,381.107,0.720191654,2.508227168,0
0.917087086,0.539962121,312.947,0.731636716,2.508233652,0
0.917151925,0.651091454,396.944,0.727912925,2.509172525,0
0.917247339,0.676105081,387.234,0.720376117,2.510556178,0
0.91728777,0.531023684,374.645,0.728687015,2.511143224,0
0.917376084,0.528980716,405.822,0.732580172,2.512427041,0
0.917378696,0.581870151,312.2,0.734884221,2.512465046,0
0.917455259,0.61649061,459.759,0.374711216,2.513579788,0
0.917455594,0.535503385,362.229,0.712168583,2.513584677,0
0.917466549,0.732051282,361.935,0.71207897,2.513744299,0
0.917500112,0.589646465,338.284,0.717946142,2.514233572,0
0.917593712,0.80745614,356.22,0.729267812,2.515599649,0
0.917603462,0.778238437,384.116,0.719428375,2.51574208,0
0.917619246,0.712639582,324.414,0.716291092,2.515972722,0
0.917691624,0.541689789,365.786,0.733417263,2.517031197,0
0.917729819,0.543859649,331.912,0.749655118,2.517590339,0
0.91773119,0.510594712,384.715,0.67719972,2.51761042,0
0.918015974,0.740184428,368.981,0.718648058,2.521792038,0
0.918165647,0.532711988,388.636,0.727584809,2.523998656,0
0.918167658,0.516731644,335.296,0.711126371,2.524028344,0
0.918292861,0.650522317,376.268,0.729603841,2.525879008,0
0.918326195,0.557171183,348.781,0.696661465,2.526372458,0
0.918332198,0.635869037,339.482,0.713651217,2.526461345,0
0.918485533,0.55371172,341.984,0.742143255,2.528735403,0
0.918488205,0.605921053,336.878,0.7138751,2.528775082,0
0.918532187,0.557096513,351.996,0.696671307,2.52942861,0
0.918537138,0.720703539,344.138,0.721740757,2.529502211,0
0.91857432,0.580583809,350.747,0.717168006,2.530055157,0
0.918604124,0.52991453,352.678,0.701556799,2.530498667,0
0.918745359,0.795677306,411.878,0.703565992,2.53260372,0
0.918803109,0.669084072,365.178,0.704199374,2.533466067,0
0.918820549,0.816129032,365.929,0.736034924,2.533726686,0
0.918842934,0.546088412,373.185,0.706698524,2.534061309,0
0.918905644,0.682624565,368.725,0.743307927,2.534999482,0
0.918950737,0.52187607,366.317,0.71378047,2.53567479,0
0.919073411,0.627972028,351.599,0.730265738,2.53751483,0
0.919076291,0.546919657,344.696,0.728607373,2.537558072,0
0.919095023,0.535515873,376.338,0.71841908,2.537839432,0
0.919097154,0.700575994,367.129,0.703074622,2.53787145,0
0.9192286,0.535611083,332.334,0.717032289,2.539848678,0
0.919250567,0.516598099,358.285,0.712956317,2.540179581,0
0.919258087,0.740862273,373.315,0.732896551,2.540292886,0
0.919347414,0.574782433,320.205,0.696148644,2.541640116,0
0.91936718,0.542532422,370.051,0.714039299,2.541938522,0
0.919412678,0.600693518,397.01,0.718183378,2.542625855,0
0.919829309,0.82705174,360.421,0.717493496,2.548947417,0
0.919858294,0.528461539,336.268,0.687128606,2.549389087,0
0.919871242,0.530321135,356.48,0.702197111,2.549586448,0
0.919909728,0.73248721,361.497,0.715921114,2.550173394,0
0.920041985,0.505049912,389.978,0.710687368,2.552193721,0
0.920113318,0.537170596,370.465,0.709239621,2.553285497,0
0.920214139,0.50181959,342.498,0.69428184,2.554831143,0
0.920307977,0.600327967,382.91,0.690284422,2.5562724,0
0.920365506,0.764185855,359.206,0.724011153,2.557157277,0
0.92068999,0.781031253,373.315,0.714321663,2.562166573,0
0.920762568,0.526656594,356.987,0.721798778,2.563291295,0
0.920784295,0.514381271,350.67,0.707263892,2.563628299,0
0.920816813,0.575697045,343.661,0.735981912,2.564132941,0
0.921025714,0.662020906,391.195,0.717686383,2.567382384,0
0.921112243,0.70048071,315.756,0.716282427,2.568732173,0
0.921197327,0.653688081,328.077,0.705639282,2.570061626,0
0.921645595,0.550029343,362.263,0.717971725,2.577102208,0
0.921757748,0.517622524,363.659,0.707528952,2.578873318,0
0.922086894,0.543153796,347.846,0.695426573,2.584093551,0
0.922251159,0.651637144,386.026,0.716627513,2.586711368,0
0.922612777,0.634365634,336.307,0.705523973,2.592504132,0
0.92273664,0.529320988,382.855,0.705743,2.594497787,0
0.92273964,0.637176745,337.267,0.724050073,2.59454612,0
0.922779054,0.513846415,328.91,0.702650392,2.595181575,0
0.922960203,0.528765002,352.784,0.689523729,2.598108511,0
0.923044279,0.675309432,334.975,0.708794221,2.599470547,0
0.923504558,0.777122153,375.259,0.669906275,2.606967455,0
0.923760733,0.524669846,318.52,0.708611829,2.611169805,0
0.923828961,0.80047123,343.939,0.685714388,2.612292658,0
0.923834473,0.558147397,345.117,0.696761625,2.612383442,0
0.924087191,0.642681643,369.892,0.672679701,2.616556373,0
0.924199892,0.843676471,318.632,0.71009415,2.618424137,0
0.924353013,0.525835866,323.004,0.708466115,2.620968548,0
0.92436826,0.603914175,348.837,0.694682256,2.62122234,0
0.924446362,0.521977124,341.065,0.690189651,2.622523588,0
0.924631908,0.823191346,354.276,0.73138596,2.625623185,0
0.924767909,0.609271523,357.883,0.686007945,2.627902505,0
0.924825993,0.533165345,356.987,0.709374373,2.628877874,0
0.924988727,0.52148029,335.361,0.724258797,2.631616713,0
0.925315984,0.794117647,358.859,0.711360436,2.63715198,0
0.925429096,0.515645161,337.592,0.70501475,2.63907377,0
0.926019043,0.530553969,368.969,0.686018467,2.649169456,0
0.926085024,0.686688312,390.146,0.628591377,2.650306208,0
0.926148937,0.517663376,336.998,0.702080391,2.651408788,0
0.926150157,0.667978459,338.018,0.70939794,2.65142985,0
0.926165046,0.562938354,323.564,0.732182438,2.651686925,0
0.926456584,0.587032325,327.062,0.731758909,2.656736531,0
0.926779314,0.794348894,336.703,0.716723414,2.662362052,0
0.927058077,0.70703125,355.948,0.682179904,2.66725165,0
0.927565731,0.614837218,353.707,0.694266618,2.676229542,0
0.927577271,0.54797565,320.322,0.694537943,2.676434742,0
0.927672554,0.586470267,340.517,0.699023831,2.678130911,0
0.927702372,0.503758221,342.547,0.689049757,2.678662419,0
0.927707437,0.529234168,358.995,0.700778403,2.678752734,0
0.927856134,0.748029557,331.038,0.696512561,2.681408511,0
0.927961512,0.67352657,358.041,0.68334406,2.683295641,0
0.928072514,0.497115264,377.829,0.697795468,2.685288031,0
0.928400182,0.508478391,353.002,0.683428393,2.691196813,0
0.92921752,0.515070491,336.402,0.705902853,2.706116651,0
0.92939594,0.742507577,350.067,0.678324287,2.709408453,0
0.929565633,0.548639349,352.716,0.708678281,2.712551003,0
0.929773954,0.80565049,360.19,0.684997227,2.716424711,0
0.929866765,0.592644582,335.001,0.709132101,2.718156147,0
0.930565003,0.571809219,339.988,0.699896238,2.731294789,0
0.930590629,0.675904762,352.896,0.716128896,2.731780798,0
0.930634299,0.490985485,357.034,0.633576431,2.732609668,0
0.93075969,0.543157895,368.091,0.693932408,2.734994052,0
0.930863607,0.535688666,336.565,0.662730839,2.736975082,0
0.931507799,0.51880597,352.403,0.703461662,2.749357442,0
0.931716524,0.594351733,370.033,0.679876335,2.753407509,0
0.932606112,0.629923318,362.126,0.692737461,2.770882244,0
0.934460039,0.782782904,343.764,0.685562014,2.808452158,0
0.934896979,0.474504692,414.047,0.667113446,2.817542704,0
0.934904775,0.482405996,371.322,0.692207468,2.817705742,0
0.935571956,0.550187617,326.864,0.689832575,2.831769274,0
0.935754055,0.659781678,339.234,0.673200141,2.835646253,0
0.938336936,0.475785124,326.511,0.678594694,2.892496316,0
0.9392099,0.498594429,332.96,0.663443987,2.912535063,0
0.939398001,0.647460521,385.506,0.641361912,2.91691016,0
0.939760316,0.561287478,342.253,0.68283181,2.925395728,0
0.940427094,0.492399207,343.371,0.635226924,2.941216145,0
0.941500022,0.489975238,338.613,0.672274101,2.967245279,0
